,en,ar,correction
1241,Russian scientists performs visualization like a human.,مهندسون روسيون يتوصلون إلى خوارزمية قادرة على التصور، كالإنسان.,
1242,Sailor/Marine Oiler,بحار سفينة نفط,
1243,Saint Helenian researchers pioneered a new technique in face-to-face discussions today.,ابتكر باحثون من جزيرة سانت هيلينا تقنية جديدة في النقاشات الشخصية اليوم.,
1244,Saint-Pierrais scientists performs peripheral vision like a human.,علماء من سانت بيير يتوصلون إلى خوارزمية تتميز بالرؤية المحيطية، كالإنسان.,
1245,Sales Engineer,مهندس مبيعات,
1246,Sales Manager,مدير مبيعات,
1247,Sales Representative,مندوب مبيعات,
1248,Sales and Marketing,المبيعات والتسويق,
1249,"Sales, Distribution, and Marketing Operations, General",عمليات المبيعات والتوزيع والتسويق، عام,
1250,Salon/Beauty Salon Management/Manager,إدارة صالونات التجميل/مدير,
1251,Sawing Machine Operator,مشغِّل آلات نشر,
1252,Scheduling Work and Activities,جدولة الأعمال والأنشطة,
1253,School Bus Driver,سائق حافلات مدرسية,
1254,Science,العلوم,
1255,"Science Technologies/Technicians, Other",العلوم والتقنيات/فنيون، غير ذلك,
1256,Second Interest High-Point,الاهتمام الثاني نقطة عالية,
1257,Secondary Degree,درجة الثانوية,
1258,Secondary School Special Education Teacher,مدرس التعليم الخاص في مدرسة ثانوية,
1259,Secondary School Teachers,مدرس في مدرسة ثانوية,
1260,Secondary School Technical Education Teacher,مدرس التعليم الفني في مدرسة ثانوية,
1261,Securities Sales Agent,وكيل مبيعات ضمانات,
1262,Security Guard,حارس أمن,
1263,Security Systems Installer,مثبت أنظمة أمنية,
1264,Security and Loss Prevention Services,الخدمات الأمنية ومنع الخسائر,
1265,Segmental Paver,فني تعبيد طرق,
1266,Selective Attention,الاهتمام الانتقائي,
1267,Self-Enrichment Education Teacher,مدرس تعليم إثراء الذات,
1268,Selling Skills and Sales Operations,مهارات البيع والمبيعات,
1269,Selling and influencing others,القبول لدى الآخرين والتأثير فيهم,
1270,Semiconductor Processor,معالج أشباه الموصلات,
1271,Sensory Abilities,القدرات الحسية,
1272,Sep,سبتمبر,
1273,Separating/Clarifying Machine Operator,مشغِّل آلات الفصل/التصفية,
1274,Septic/Sewer Servicer,مقدم خدمات الصرف الصحي,
1275,Service Orientation,التوجه نحو الخدمة,
1276,Set Designer,مصمم الديكور المسرحي,
1277,Sewing Machine Operator,مشغل آلة خياطة,
1278,Seychellois engineers pioneered a new technique in exposed to hazardous equipment today.,مهندسون من سيشيل يبتكرون تقنية جديدة يستفيد منها المعرضون للمعدات الخطيرة.,
1279,Seychellois researchers performs finger dexterity like a human.,باحثون من السيشيل يتوصلون إلى خوارزمية ماهرة في تحريك الأصابع كالإنسان.,
1280,Seychellois researchers performs work with work group or team like a human.,باحثون من السيشيل يتوصلون إلى خوارزمية للعمل مع المجموعات والأفرقة، كالإنسان.,
1281,Shampooer,أخصائي التنظيف بالشامبو,
1282,Sheet Metal Technology/Sheetworking,تقنيات الصفائح المعدنية/أعمال الصفائح,
1283,Sheet Metal Worker,فني الصفائح المعدنية,
1284,Ship Engineer,مهندس سفن,
1285,Shipping/Receiving Clerk,كاتب شحن/استلام,
1286,Shoe Machine Operator,مشغِّل آلة صنع الأحذية,
1287,"Shoe, Boot and Leather Repair",تصليح الجلود والأحذية,
1288,Shoe/Leather Worker,صانع أحذية/جلود,
1289,Short Order Cook,طاهي وجبات سريعة التحضير,
1290,Signal And Track Switch Repairer,مصلح مفاتيح الإشارة والتتبع,
1291,"Singaporean engineers unveiled an algorithm capable of monitor processes, materials, or surroundings.",مهندسون سنغافوريون يكشفون عن خوارزمية قادرة على رصد العمليات والمواد والظروف المحيطة.,
1292,"Singaporean researchers pioneered a new technique in exposed to minor burns, cuts, bites, or stings today.",باحثون سنغافوريون يبتكرون تقنية جديدة تتعرض للحروق أو الجروح أو العضات أو اللدغات الطفيفة اليوم.,
1293,Singaporean scientists performs equipment maintenance like a human.,علماء سنغافوريون يتوصلون إلى خوارزمية لصيانة المعدات، كالإنسان.,
1294,Skincare Specialist,أخصائي عناية بالبشرة,
1295,Slot Supervisor,مشرف فتحات,
1296,Slovak scientists unveiled an algorithm capable of frequency of decision making.,علماء سلوفاكيون يكشفون عن خوارزمية قادرة على تكرار اتخاذ القرارات. ,
1297,Slovene engineers performs repairing and maintaining mechanical equipment like a human.,مهندسون سلوفينيون يبتكرون نظامًا لإصلاح وصيانة المعدات الميكانيكية، كالإنسان.,
1298,Small Engine Mechanic,ميكانيكي محركات صغيرة,
1299,Small Engine Mechanics and Repair Technology/Technician,تقنيات إصلاح وميكانيكا المحركات الصغيرة/فني,
1300,Social,اجتماعي,
1301,Social And Community Service Manager,مدير خدمات اجتماعية ومجتمعية,
1302,Social And Human Service Assistant,مساعد خدمات اجتماعية وإنسانية,
1303,Social Perceptiveness,الفطنة الاجتماعية,
1304,Social Science Research Assistant,مساعد باحث في العلوم الاجتماعية,
1305,"Social Sciences, General",العلوم الاجتماعية، عام,
1306,Social Scientist,باحث اجتماعي,
1307,Social Skills,المهارات الاجتماعية,
1308,Social Work,العمل الاجتماعي,
1309,Sociologist,عالم اجتماع,
1310,Sociology,علم الاجتماع,
1311,Sociology and Anthropology,علم الاجتماع وعلم الإنسان,
1312,Soil And Plant Scientist,عالم التربة والنباتات,
1313,Solar Energy Technology/Technician,تقنيات الطاقة الشمسية/فني,
1314,Solar Photovoltaic Installer,مركب خلايا شمسية ضوئية,
1315,Solomon Island researchers pioneered a new technique in static strength today.,باحثون في جزيرة سليمان يبتكرون تقنية جديدة تتميز بالثبات وبقوتها الساكنة.,
1316,Somalilander researchers performs spatial orientation like a human.,باحثون صوماليون يتوصلون إلى خوارزمية قادرة على التوجيه المكاني، كالإنسان.,
1317,Sound Engineering Technician,فني هندسة الصوت,
1318,Sound Localization,تمييز مكان الصوت,
1319,South African scientists unveiled an algorithm capable of on-site or in-plant training.,علماء من جنوب إفريقيا يكشفون عن خوارزمية قادرة على التدريب في الميدان.,
1320,South Sudanese engineers pioneered a new technique in near vision today.,مهندسون من جنوب السودان يبتكرون اليوم تقنية جديدة في الرؤية عن قرب.,
1321,Spanish Language and Literature,اللغة والأدب الإسباني,
1322,Spatial Orientation,التوجه المكاني,
1323,Speaking,المحادثة,
1324,Special Education Teacher,مدرس التعليم الخاص,
1325,"Special Education and Teaching, General",التربية والتعليم الخاص، عام,
1326,Speech Clarity,وضوح الكلام,
1327,Speech Communication and Rhetoric,التواصل الشفهي والخطابة,
1328,Speech Recognition,تمييز الكلام,
1329,Speech-Language Pathologist,أخصائي اضطرابات النطق واللغة,
1330,Speed of Closure,سرعة التوصل إلى الاستنتاجات,
1331,Speed of Limb Movement,سرعة تحريك الأطراف,
1332,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls",قضاء الوقت في استخدام اليدين لمناولة الأغراض أو التحكم بالأدوات أو الشعور بها,
1333,Spending time sitting,قضاء الوقت جالسًا,
1334,Sport and Fitness Administration/Management,إدارة الرياضة واللياقة البدنية,
1335,Staffing Organizational Units,تعيين الموظفين في الوحدات التنظيمية,
1336,Stamina,الجلَد والتحمل,
1337,Standards compliance,الامتثال للمعايير,
1338,Standing,الوقوف,
1339,Static Strength,القوة الساكنة والثبات,
1340,Statistical Assistant,مساعد إحصائي,
1341,Statistician,خبير في الإحصاء,
1342,"Statistics, General",الإحصاءات، عام,
1343,Steel Worker,عامل الفولاذ والصلب,
1344,Sterile Processing Technology/Technician,تقنية المعالجة المعقمة/فني,
1345,Stock Clerk,كاتب المخزن,
1346,Stonemason,بنّاء,
1347,Street Vendor,بائع متجول,
1348,Structural Metal Fabricator,صانع معادن هيكلية,
1349,Structured versus Unstructured Work,العمل المنظم مقابل العمل غير المنظم,
1350,Student,طالب علم,
1351,Substance Abuse And Behavioral Disorder Counselor,استشاري الاضطرابات السلوكية وتعاطي المخدرات,
1352,Substance Abuse/Addiction Counseling,استشارات الإدمان/تعاطي المخدرات,
1353,Subway/Streetcar Operator,مشغل مترو الأنفاق/الترام,
1354,Surgeon,جراح,
1355,Surgical Technologist,تقني جراحي,
1356,Surgical Technology/Technologist,تقنيات الجراحة/تقني,
1357,Survey Researcher,باحث متخصص بالمسوح,
1358,Surveying Technology/Surveying,تقنيات المسح/المسح,
1359,Surveyor,مساح,
1360,Swati researchers unveiled an algorithm capable of handling and moving objects.,باحثون سوازيون يكشفون عن خوارزمية قادرة على مناولة الأغراض وتحريكها.,
1361,Swati scientists pioneered a new technique in deal with physically aggressive people today.,علماء سوازيون يبتكرون تقنية جديدة للتعامل مع العنيفين.,
1362,Switchboard Operator,مشغل لوحات تبديل,
1363,Systems Administrator,مدير نظم,
1364,Systems Analysis,تحليل النظم,
1365,Systems Evaluation,تقييم النظم,
1366,Systems Skills,مهارات النظم,
1367,Systems Software Developer,مطور برامج النظم,
1368,São Toméan researchers unveiled an algorithm capable of repairing.,باحثون في S√£o Tom√©an يكشفون عن خوارزمية قادرة على إجراء عمليات الإصلاح.,
1369,Tailor,خياط,
1370,Taiwanese engineers pioneered a new technique in gross body coordination today.,مهندسون تايوانيون يبتكرون تقنية جديدة اليوم تتميز بتناسق كتلة الجسم.,
1371,Tajikistani engineers pioneered a new technique in extent flexibility today.,مهندسون طاجاكيون يبتكرون تقنية جديدة اليوم تتميز بالمرونة العالية.,
1372,Tank Car/Truck/Ship Loader,محمّل سفينة/شاحنة/صهريج,
1373,Taper,فني إلصاق الجدران,
1374,Tax Collector,محصّل ضرائب,
1375,Tax Preparer,معد ضريبة,
1376,Taxi Driver/Chauffeur,سائق سيارة أجرة,
1377,Teacher Assistant,مساعد مدرس,
1378,Teacher Assistant/Aide,مساعد/معاون مدرس,
1379,Teaching English as a Second or Foreign Language/ESL Language Instructor,تدريس الإنجليزية لغير الناطقين بها/تدريس الإنجليزية للأجانب,
1380,Team Assembler,مسؤول تشكيل أفرقة,
1381,Technical Sales Representative,مندوب مبيعات فنية,
1382,Technical Skills,المهارات الفنية,
1383,Technical Writer,كاتب تقني,
1384,Technology Design,التصميم الفني,
1385,Telecom Equipment Installer/Repairer,مركِّب/مصلِّح معدات الاتصالات,
1386,Telecom Line Installer/Repairer,مركِّب/مصلِّح خطوط الاتصالات,
1387,Telecommunications,الاتصالات السلكية واللاسلكية,
1388,Telemarketer,مسوِّق عبر الهاتف,
1389,Telephone,الهاتف,
1390,Telephone Operator,عامل الهاتف,
1391,Teller,أمين,
1392,Terrazzo Finisher,فني فسيفساء,
1393,Textile Bleaching/Dyeing Machine Operator,مشغِّل آلة صبغ/تبييض الأنسجة,
1394,Textile Cutting Machine Operator,مشغل آلات قص الأنسجة,
1395,Textile Knitting/Weaving Machine Operator,مشغِّل آلة حياكة/خياطة الأنسجة,
1396,Textile Presser,عامل عصر الأقمشة والمنسوجات,
1397,Textile Winding Machine Operator,مشغِّل آلة لف الأنشجة,
1398,Thai researchers pioneered a new technique in perceptual speed today.,باحثون تايلنديون يبتكرون اليوم تقنية جديدة تتميز بالسرعة الإدراكية.,
1399,The American Institute of Technology showcased a system competitive with humans at control precision.,عرض المعهد الأمريكية للتقنيات اليوم نظامًا منافسًا للإنسان في دقته في التحكم.,
1400,The Antarctic Institute of Technology unveiled an algorithm capable of night vision.,كشف معهد الأنتركتيكا للتقنيات عن خوارزمية تتميز بالقدرة على الرؤية ليلاً.,
1401,The Australian Institute of Technology showcased a system competitive with humans at depth perception.,عرض المعهد الأسترالي للتقنيات نظامًا منافسًا للإنسان في قدرته على إدراك العمق.,
1402,The Bahamian Institute of Technology showcased a system competitive with humans at spend time standing.,عرض معهد جزر الباهاما نظامًا منافسًا للإنسان في قدرته على قضاء الوقت واقفًا.,
1403,The Bahraini Institute of Technology unveiled an algorithm capable of hearing sensitivity.,كشف المعهد البحريني للتقنيات عن خوارزمية تتميز بحساسية السمع.,
1404,The Bosnian Institute of Technology showcased a system competitive with humans at deal with external customers.,عرض المعهد البوسني للتقنيات نظامًا منافسًا للإنسان في تعامله مع العملاء.,
1405,The Brazilian Institute of Technology unveiled an algorithm capable of exposed to high places.,كشف المعهد البرازيلي للتقنيات عن خوارزمية قادرة على التواجد في أماكن مرتفعة.,
1406,The British Institute of Technology showcased a system competitive with humans at building and construction.,عرض المعهد البريطاني للتقنيات نظامًا منافسًا للإنسان في البناء والإنشاء.,
1407,The British Institute of Technology showcased a system competitive with humans at very hot or cold temperatures.,عرض المعهد البريطاني للتقنيات نظامًا منافسًا للإنسان يعمل في درجات حرارة شديدة البرودة والحرارة.,
1408,The Bruneian Institute of Technology showcased a system competitive with humans at time pressure.,عرض معهد بروناي للتقنيات اليوم نظامًا منافسًا للإنسان في قدرته على التعامل مع ضيق الوقت، كالإنسان.,
1409,The Burmese Institute of Technology unveiled an algorithm capable of visual color discrimination.,كشف معهد بورما للتقنيات عن خوارزمية قادرة على تمييز الألوان بصريًا.,
1410,The Canadian Institute of Technology showcased a system competitive with humans at level of competition.,عرض المعهد الكندي للتقنيات نظامًا ينافس الإنسان في القدرة على المنافسة عند مستوى محدد.,
1411,The Chinese Institute of Technology showcased a system competitive with humans at spend time keeping or regaining balance.,عرض المعهد الصيني للتقنيات نظامًا منافسًا للإنسان في قضاء الوقت في المحافظة على التوازن واستعادته.,
1412,The Christmas Island Institute of Technology showcased a system competitive with humans at consequence of error.,عرض معهد جزيرة كريسماس للتقنيات نظامًا جديدًا منافسًا للإنسان في تعامله مع نتائج الأخطاء.,
1413,The Christmas Island Institute of Technology showcased a system competitive with humans at transportation.,عرض معهد جزيرة كريسماس للتقنيات نظامًا منافسًا للإنسان في النقل.,
1414,The Cocos Island Institute of Technology unveiled an algorithm capable of extremely bright or inadequate lighting.,كشف معهد جزيرة كوكوس للتقنيات عن خوارزمية قادرة على توفير إضاءة ساطعة جدًا أو خافتة.,
1415,The Comorian Institute of Technology showcased a system competitive with humans at on-the-job training.,عرض باحثون من معهد جزر القمر للتقنيات نظامًا منافسًا للإنسان في مجال التدريب على رأس العمل.,
1416,The Costa Rican Institute of Technology unveiled an algorithm capable of glare sensitivity.,كشف المعهد الكوستاريكي للتقنيات عن خوارزمية تتميز بالحساسية ضد الوهج.,
1417,The Ecuadorian Institute of Technology showcased a system competitive with humans at exposed to disease or infections.,عرض معهد الإكوادور للتقنيات نظامًا منافسًا للأشخاص المعرضين للأمراض والعدوى.,
1418,The Ethiopian Institute of Technology unveiled an algorithm capable of work schedules.,كشف المعهد الإثيوبي للتقنيات عن خوارزمية قادرة على جدولة العمل.,
1419,The Gabonese Institute of Technology unveiled an algorithm capable of duration of typical work week.,كشف معهد الغابون للتقنيات عن خوارزمية قادرة على العمل مدة أسبوع العمل المعتاد.,
1420,The Georgian Institute of Technology showcased a system competitive with humans at food production.,عرض المعهد الجورجي للتقنيات نظامًا منافسًا للإنسان في قدرته على إنتاج الأغذية.,
1421,The Gibraltar Institute of Technology showcased a system competitive with humans at operation and control.,عرض معهد جبل طارق للتقنيات نظامًا منافسًا للإنسان في التشغيل والتحكم.,
1422,The Hellenic Institute of Technology showcased a system competitive with humans at wrist-finger speed.,عرض المعهد اليوناني للتقنيات نظامًا منافسًا للإنسان في سرعة تحريكه للرسغ والأصابع.,
1423,"The Hellenic Institute of Technology unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.",كشف المعهد اليوناني للتقنيات عن خوارزمية قادرة على قضاء الوقت في صعود الأدراج أو السقالات أو الأعمدة.,
1424,The Honduran Institute of Technology unveiled an algorithm capable of public safety and security.,كشف معهد هندوراس للتقنيات عن خوارزمية قادرة على حفظ السلامة والأمن العامين.,
1425,"The Malagasy Institute of Technology showcased a system competitive with humans at sounds, noise levels are distracting or uncomfortable.",عرض معهد مدغشقر للتقنيات نظامًا منافسًا للإنسان في عالم الأصوات، بعد أن أصبحت مستويات الضوضاء مشتتة وغير مريحة.,
1426,The Marshallese Institute of Technology unveiled an algorithm capable of importance of repeating same tasks.,كشف باحثون في معهد جزر المارشال للتقنيات عن خوارزمية قادرة على تكرار المهام نفسها,
1427,The Montserratian Institute of Technology showcased a system competitive with humans at coordinate or lead others.,عرض معهد جزيرة مونتسرات للتقنيات نظامًا منافسًا للإنسان في التنسيق بين الآخرين أو قيادتهم.,
1428,The Namibian Institute of Technology unveiled an algorithm capable of explosive strength.,كشف المعهد الناميبي للتقنيات عن خوارزمية قادرة على الوصول إلى أقصى قوة في أقل وقت.,
1429,The Niuean Institute of Technology unveiled an algorithm capable of speed of limb movement.,كشف المعهد النييويي للتقنيات عن خوارزمية قادرة على تحريك الأطراف بسرعة كالإنسان.,
1430,"The Northern Marianan Institute of Technology unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.",كشف معهد جزر ماريانا الشمالية للتقنيات عن خوارزمية قادرة على تشغيل المركبات أو الأجهزة والمعدات الميكانيكية.,
1431,The Pitcairn Island Institute of Technology unveiled an algorithm capable of production and processing.,كشف معهد جزر بيتكيرن للتقنيات عن خوارزمية قادرة على الإنتاج والمعالجة كالإنسان.,
1432,The Russian Institute of Technology showcased a system competitive with humans at visualization.,عرض المعهد الروسي للتقنيات نظامًا منافسًا للإنسان في قدرته على التصور.,
1433,The Saint Helenian Institute of Technology showcased a system competitive with humans at face-to-face discussions.,عرض معهد جزيرة سانت هيلينا للتقنيات نظامًا منافسًا للإنسان في إجراء نقاشات وحوارات شخصية.,
1434,The Seychellois Institute of Technology showcased a system competitive with humans at work with work group or team.,عرض معهد السيشيل للتقنيات نظامًا منافسًا للإنسان في عمله في المجموعات والأفرقة.,
1435,"The Singaporean Institute of Technology showcased a system competitive with humans at monitor processes, materials, or surroundings.",عرض المعهد السنغافوري للتقنيات نظامًا ينافس الإنسان في رصد العمليات والمواد والظروف المحيطة.,
1436,The Singaporean Institute of Technology unveiled an algorithm capable of equipment maintenance.,كشف المعهد السنغافوري للتقنيات عن خوارزمية قادرة على صيانة المعدات.,
1437,The Slovene Institute of Technology showcased a system competitive with humans at repairing and maintaining mechanical equipment.,عرض المعهد السلوفيني للتقنيات نظامًا منافسًا للإنسان قادرًا على إصلاح وصيانة المعدات الميكانيكية.,
1438,The South African Institute of Technology showcased a system competitive with humans at on-site or in-plant training.,عرض معهد جنوب إفريقيا للتقنيات نظامًا منافسًا للإنسان للتدريب في الميدان أو داخل المصانع والمحطات.,
1439,The Swati Institute of Technology showcased a system competitive with humans at deal with physically aggressive people.,عرض المعهد السوازي للتقنيات نظامًا منافسًا للإنسان في التعامل مع العنيفين.,
1440,The São Toméan Institute of Technology unveiled an algorithm capable of repairing.,كشف باحثون في معهد S√£o Tom√©an للتقنيات عن خوارزمية جديدة قادرة على القيام بعمليات الإصلاح.,
1441,The Taiwanese Institute of Technology showcased a system competitive with humans at gross body coordination.,عرض المعهد التايواني للتقنيات نظامًا منافسًا للإنسان في تناسق كتلة الجسم.,
1442,The Tongan Institute of Technology unveiled an algorithm capable of in an open vehicle or equipment.,كشف معهد تونغا للتقنيات عن خوارزمية قادرة على العمل في المركبات أو المعدات المفتوحة.,
1443,The Ukrainian Institute of Technology showcased a system competitive with humans at exposed to contaminants.,عرض معهد أوكرانيا للتقنيات نظامًا منافسًا للأشخاص المعرضين للملوثات.,
1444,The Vatican Institute of Technology showcased a system competitive with humans at manual dexterity.,عرض معهد الفاتيكان للتقنيات نظامًا منافسًا للإنسان في البراعة اليدوية.,
1445,The Yemeni Institute of Technology showcased a system competitive with humans at far vision.,عرض المعهد اليمني للتقنيات نظامًا منافسًا للإنسان في قدرته على الرؤية عن بعد.,
1446,Therapeutic Recreation/Recreational Therapy,الترويج العلاجي/العلاج الترويحي,
1447,Therapy and Counseling,الاستشارة والعلاج,
1448,Thinking Creatively,التفكير المبتكّر,
1449,Third Interest High-Point,الاهتمام الثالث نقطة عالية,
1450,Tile And Marble Setter,عامل ترتيب البلاط والرخام,
1451,Time Management,إدارة الوقت,
1452,Time Sharing,تقاسم الوقت,
1453,Timing Device Assembler,مجمِّع أجهزة التوقيت,
1454,Tire Builder,صانع إطارات,
1455,Tire Repairer/Changer,مصلح/مبدل إطارات,
1456,Title Examiner,مدقق سندات الملكية,
1457,Tongan researchers pioneered a new technique in in an open vehicle or equipment today.,باحثون من تونغا يبتكرون تقنية جديدة تعمل في المركبات أو المعدات المفتوحة اليوم.,
1458,Tool And Die Maker,مصنّع أدوات وقوالب,
1459,Tool Grinder,مجلّخ أدوات,
1460,Tool and Die Technology/Technician,تقنيات الآلات والقوالب/فني,
1461,Tour Guide,مرشد سياحي,
1462,Tourism and Travel Services Management,إدارة خدمات السياحة والسفر,
1463,Traditional Chinese Medicine and Chinese Herbology,الطب الصيني التقليدي والأعشاب الصينية,
1464,Traffic Technician,فني حركة المرور,
1465,"Traffic, Customs, and Transportation Clerk/Technician",كاتب التعرفة والجمارك والنقل/فني,
1466,Training And Development Manager,مدير للتدريب والتطوير,
1467,Training And Development Specialist,أخصائي تدريب وتطوير,
1468,Training and Teaching Others,تدريب وتدريس الآخرين,
1469,Transit And Railroad Police,شرطة العبور والسكك الحديدية,
1470,Transit Bus Driver,سائق حافلات عبور,
1471,Translator,مترجم,
1472,Transportation,النقل,
1473,Transportation Attendant,موظف في النقل,
1474,Transportation Electrical Repairer,مصلح كهرباء وسائل النقل,
1475,Transportation Equipment Painter,دهّان وسائل النقل,
1476,Transportation Inspector,مفتش وسائل المواصلات,
1477,Transportation Operator Supervisor,مشرف مشغلي وسائل النقل,
1478,Transportation Security Screener,مفتش أمن وسائل النقل,
1479,Transportation and Warehousing,النقل والتخزين,
1480,Travel Agent,وكيل سفريات,
1481,Travel Clerk,موظف سفريات,
1482,Travel Guide,مرشد سفر,
1483,Tree Trimmer,مقلِّم أشجار,
1484,Trinidadian scientists unveiled an algorithm capable of spend time walking and running.,علماء من ترنيداد يكشفون عن خوارزمية قادرة على قضاء الوقت في المشي والجري.,
1485,Troubleshooting,استكشاف الأخطاء وإصلاحها,
1486,Truck and Bus Driver/Commercial Vehicle Operator and Instructor,سائق شاحنة/حافلة/مدرب ومشغل مركبات تجارية,
1487,Trunk Strength,قوة الجذع,
1488,Typist,طابع,
1489,U.S. Virgin Island researchers unveiled an algorithm capable of contact with others.,باحثون من جزر العذراء الأمريكية يكشفون عن خوارزمية قادرة على التواصل مع الآخرين.,
1490,Ukrainian engineers unveiled an algorithm capable of exposed to contaminants.,مهندسون أوكرانيون يشكفون عن خوارزمية قادرة على تحمل الملوثات.,
1491,Undeground Mining Loading Machine Operator,مشغل آلات التحميل في مناجم التعدين تحت الأرض,
1492,Unskilled Oil Rig Worker,عامل على جهاز حفر دون مهارات,
1493,Updating and Using Relevant Knowledge,تحديث المعارف ذات الصلة والاستفادة منها,
1494,Upholsterer,منجِّد,
1495,Upholstery/Upholsterer,تنجيد/منجد,
1496,Urban And Regional Planner,مخطط حضري وإقليمي,
1497,Usher,حاجب,
1498,Utilities,المرافق,
1499,Vatican scientists pioneered a new technique in manual dexterity today.,علماء من الفاتيكان يبتكرون تقنية جديدة في البراعة اليدوية اليوم.,
1500,Vehicle/Equipment Cleaner,منظّف مركبات/معدات,
1501,Vending Machine Servicer,مشغل آلات البيع,
1502,Veterinarian,طبيب بيطري,
1503,Veterinary Assistant,مساعد بيطري,
1504,Veterinary Medicine,الطب البيطري,
1505,Veterinary Technologist,تقني بيطري,
1506,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,تقنيات الطب البيطري/طب الحيوانات/فني ومساعد طبيب بيطري,
1507,Visual Color Discrimination,التمييز بين الألوان,
1508,Visualization,التصور,
1509,Vocational Rehabilitation Counseling/Counselor,استشاري إعادة التأهيل المهني/استشاري,
1510,Waitstaff,طاقم الخدمة,
1511,Walking and running,المشي والجري,
1512,Watch Repairer,مصلِّح ساعات,
1513,Watchmaking and Jewelrymaking,صناعة الساعات والمجوهرات,
1514,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician,تقنيات إعادة التدوير وإدارة جودة المياه ومعالجة المياه/فني,
1515,Water Vessel Captain,قبطان مركبة مائية,
1516,Water/Wastewater Treatment Plant Operator,مشغِّل محطة معالجة مياه الصرف الصحي,
1517,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets",ارتداء معدات الحماية أو السلامة العامة، مثل: أحذية السلامة، أو النظارات، أو القفازات، أو واقي الأذنين، أو الخوذات الصلبة، أو سترات النجاة,
1518,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection",ارتداء معدات الحماية أو السلامة المتخصصة، مثل جهاز التنفس، أو حمالات الأمان، أو بدلات الحماية الكاملة، أو الحماية من الإشعاع,
1519,Web Developer,مطوّر شبكات,
1520,Weigher/Measurer,وازن/كيال,
1521,Welder/Cutter/Solderer,لحّام/قاطع معادن,
1522,Welding Technology/Welder,تقنيات اللحام/لحام,
1523,Welding/Soldering/Brazing Machine Operator,مشغل آلات لحام المعادن/الطلاء بالنحاس,
1524,Well Drilling/Driller,حفر الآبار/حفّار,
1525,Wellhead Pumper,مشغِّل مضخة فوهة البئر,
1526,Wholesale Trade,تجارة الجملة,
1527,"Wildlife, Fish and Wildlands Science and Management",إدارة وعلوم الحياة الفطرية، والأسماك والبرارير,
1528,Wind Turbine Service Technician,فني خدمة عنفات الريح,
1529,Wood Model Maker,صانع قوالب خشبية,
1530,Wood Patternmaker,صانع نماذج خشبية,
1531,Woodworking Machine Operator,مشغِّل آلات النجارة,
1532,Work Output,مخرجات العمل,
1533,Working with a team,العمل ضمن فريق,
1534,Working with technical devices,استخدام الأجهزة التقنية,
1535,Wrist-Finger Speed,سرعة الرسغ والأصابع,
1536,Writer,كاتب,
1537,Writing,الكتابة,
1538,Writing letters and memos,كتابة الرسائل وتدوين الملاحظات,
1539,Written Comprehension,الاستيعاب الكتابي,
1540,Written Expression,التعبير الكتابي,
1541,Yemeni researchers pioneered a new technique in far vision today.,باحثون يمنيون يبتكرون اليوم تقنية جديدة تتميز بالرؤية عن بعد.,
1542,Zoologist,عالم حيوان,
1543,after_subsidy,التكلفة بعد الحصول على الدعم,
1544,already_enrolled,لقد التحقت بالبرنامج مسبقًا.,
1545,application_notice,تطبق على {name},
1546,application_out,تم إرسال الطلب,
1547,automated,مؤتمتة,
1548,automation_risk,خطر الأتمتة,
1549,bad_performance_warning,لقد سجلت أداء سيئًا للغاية منذ{months} شهور/شهرًا. سيتم طردك إن لم تحسن من أدائك.,
1550,birthday_body,أمامك {yearsLeft}سنة/سنوات حتى التقاعد. على هذا المعدل، ستدخر ${estimate} حتى ذلك الحين.,
1551,birthday_title,عيد ميلاد سعيد، لقد بلغت {age} عامًا!,
1552,consent_form_section_1,"نسعى في هذه الدراسة التي أطلقنا عليها اسم ""الحياة في ظل الأتمتة"" إلى البحث في الطرق التي يغير بها الأفراد وظائفهم لتجنب الآثار السلبية الناجمة عن الأتمتة.",
1553,consent_form_section_1_title,1. الغرض من الدراسة,
1554,consent_form_section_2,للقيام بذلك، سنطلب منك المشاركة في لعبة على الإنترنت تتطلب منك اتخاذ قرارات حول الوظائف والمهارات والأتمتة ضمن وقت محدد. وتختلف واجهة اللعبة التي تظهر للمشاركين بعض الشيء بهدف قياس أثر المعلومات المختلفة على اختيارات الأفراد لطريقة اللعب.,
1555,consent_form_section_2_title,2. الإجراء ومضمون الدراسة,
