,en,de,correction
1172,Reading Comprehension,Leseverstehen,
1173,Real Estate,Immobilien,
1174,Real Estate Appraiser,Immobilienbegutachter*in,
1175,Real Estate Broker,Makler*in,
1176,Real Estate Sales Agent,Immobilienmakler*in,
1177,Real Estate and Rental and Leasing,"Vermieten, Verpachten und Verkauf von Immobilien",
1178,Realistic,Realistisch,
1179,Rebar Worker,Fachkraft für Betonbewehrungen,
1180,Receptionist,Rezeptionist*in,
1181,Recording Arts Technology/Technician,Aufnahmekunsttechnik/Techniker*in,
1182,Recreation Worker,Freizeitgestalter*in,
1183,Recreational Therapist,Entspannungstherapeut*in,
1184,Recreational Vehicle Service Technician,Wartungstechniker*in für Freizeitfahrzeuge,
1185,Referee,Schiedsrichter*in,
1186,Refinery Operator,Raffineriebetreiber*in,
1187,Refractory Materials Repairer,Instandsetzer*in feuerfester Werkstoffe,
1188,Refuse And Recyclable Material Collector,Müllmann/-frau,
1189,Registered Nurse,Examinierte*r Krankenpfleger*in,
1190,Registered Nursing/Registered Nurse,Examinierte Krankenpflege/Examinierte*r Krankenpfleger*in,
1191,Rehabilitation Aide,Reha-Hilfskraft,
1192,Rehabilitation Counselor,Rehaberater*in,
1193,Related Work Experience,Einschlägige Arbeitserfahrung,
1194,Religious Education Director,Religionsunterrichtsleiter*in,
1195,Renal/Dialysis Technologist/Technician,Nieren-/Dialysetechnologe/-technologin/Techniker*in,
1196,Rental Clerk,Angestellte/r eines Verleihunternehmens |,
1197,Repairing,Reparieren,
1198,Repairing and Maintaining Electronic Equipment,Elektronische Geräte reparieren und instandhalten,
1199,Repairing and Maintaining Mechanical Equipment,Mechanische Geräte reparieren und instandhalten,
1200,Repeating the same tasks,Dieselbe Aufgabe immer wieder wiederholen,
1201,Reporter,Reporter*in,
1202,Required Level of Education,Erforderlicher Bildungsgrad,
1203,Residential Advisor,Wohnberater*in,
1204,Resolving Conflicts and Negotiating with Others,Konflikte lösen und mit anderen verhandeln,
1205,Resource Management Skills,Qualifikationen in Ressourcenmanagement,
1206,Respiratory Care Therapy/Therapist,Atemtherapie/Atemtherapeut*in,
1207,Respiratory Therapist,Atemtherapeut*in,
1208,Respiratory Therapy Technician,Atemtherapie-Techniker*in,
1209,Response Orientation,Reaktionsorientierung,
1210,Restaurant Cook,Restaurantkoch/-köchin,
1211,Restaurant Host,Gastwirt*in,
1212,Retail Buyer,Großhandelskaufmann/-kauffrau,
1213,Retail Sales Supervisor,Aufseher*in im Einzelhandel,
1214,Retail Salesperson,Verkäufer*in im Einzelhandel,
1215,Retail Trade,Einzelhandel,
1216,Retailing and Retail Operations,Einzelhandel und Einzelhandelstätigkeiten,
1217,Rigger,Bohrinselarbeiter*in,
1218,Robotics researchers at the Antiguan Institute of Technology pioneered a new technique in multilimb coordination today.,Robotikforscher*innen am antiguanischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Koordination mehrerer Gliedmaßen entwickelt.,
1219,Robotics researchers at the Basotho Institute of Technology pioneered a new technique in spend time making repetitive motions today.,Robotikforscher*innen am Institut für Technologie in Basotho haben heute eine neue Technik im Hinblick auf das Verbringen von Zeit mit dem Tätigen von immer wiederkehrenden Bewegungen entwickelt.,
1220,Robotics researchers at the Belizean Institute of Technology pioneered a new technique in auditory attention today.,Robotikforscher*innen am belizischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Aufmerksamkeit des Publikums entwickelt.,
1221,"Robotics researchers at the British Institute of Technology pioneered a new technique in inspecting equipment, structures, or material today.","Robotikforscher*innen am britischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Kontrolle von Anlagen und Geräten, Bauten und Materialien entwickelt.",
1222,Robotics researchers at the Central African Institute of Technology pioneered a new technique in sound localization today.,Robotikforscher*innen am Institut für Technologie in Zentralafrika haben heute eine neue Technik im Hinblick auf Schalllokalisierung entwickelt.,
1223,Robotics researchers at the Emiri Institute of Technology pioneered a new technique in selective attention today.,Robotikforscher*innen am emiratischen Institut für Technologie haben heute eine neue Technik im Hinblick auf selektive Aufmerksamkeit entwickelt.,
1224,Robotics researchers at the German Institute of Technology pioneered a new technique in deal with unpleasant or angry people today.,Robotikforscher*innen am deutschen Institut für Technologie haben heute eine neue Technik im Hinblick auf den Umgang mit unangenehmen oder wütenden Menschen entwickelt.,
1225,Robotics researchers at the Guinean Institute of Technology pioneered a new technique in stamina today.,Robotikforscher*innen am Institut für Technologie in Guinea haben heute eine neue Technik im Hinblick auf das Durchhaltevermögen entwickelt.,
1226,Robotics researchers at the Icelandic Institute of Technology pioneered a new technique in exposed to hazardous conditions today.,Robotikforscher*innen am Institut für Technologie in Island haben heute eine neue Technik im Hinblick auf die Gefährdung durch gefährliche Bedingungen entwickelt.,
1227,Robotics researchers at the Maldivian Institute of Technology pioneered a new technique in controlling machines and processes today.,Robotikforscher*innen am Institut für Technologie auf den Malediven haben heute eine neue Technik im Hinblick auf die Steuerung von Maschinen und Prozessen entwickelt.,
1228,Robotics researchers at the Monacan Institute of Technology pioneered a new technique in exposed to radiation today.,Robotikforscher*innen am monegassischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Gefährdung durch Strahlung entwickelt.,
1229,Robotics researchers at the Norwegian Institute of Technology pioneered a new technique in responsibility for outcomes and results today.,Robotikforscher*innen am norwegischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Verantwortung für Resultate und Ergebnisse entwickelt.,
1230,Robotics researchers at the Portuguese Institute of Technology pioneered a new technique in importance of being exact or accurate today.,"Robotikforscher*innen am portugiesischen Institut für Technologie haben heute eine neue Technik im Hinblick auf das Erkennen der Bedeutung, exakt bzw. genau zu sein, entwickelt.",
1231,Robotics researchers at the Saint-Pierrais Institute of Technology pioneered a new technique in peripheral vision today.,Robotikforscher*innen am Institut für Technologie in Saint-Pierre haben heute eine neue Technik im Hinblick auf das periphere Sehen entwickelt.,
1232,Robotics researchers at the Seychellois Institute of Technology pioneered a new technique in finger dexterity today.,Robotikforscher*innen am Institut für Technologie auf den Seychellen haben heute eine neue Technik im Hinblick auf die Fingerfertigkeit entwickelt.,
1233,Robotics researchers at the Thai Institute of Technology pioneered a new technique in perceptual speed today.,Robotikforscher*innen am thailändischen Institut für Technologie haben heute eine neue Technik im Hinblick auf die Wahrnehmungsgeschwindigkeit entwickelt.,
1234,Robotics researchers at the Trinidadian Institute of Technology pioneered a new technique in spend time walking and running today.,Robotikforscher*innen am Institut für Technologie in Trinidad haben heute eine neue Technik im Hinblick auf das Verbringen von Zeit mit Gehen und Laufen entwickelt.,
1235,Robotics researchers at the U.S. Virgin Island Institute of Technology pioneered a new technique in contact with others today.,Robotikforscher*innen am Institut für Technologie auf der US-amerikanischen Jungferninsel haben heute eine neue Technik im Hinblick auf den Kontakt mit anderen entwickelt.,
1236,Rock Splitter,Steinbrecher*in,
1237,Rolling Machine Operator,Bediener*in einer Walzmaschine,
1238,Roofer,Dachdecker*in,
1239,Roofer Helper,Dachdeckergehilfe*in,
1240,Rotary Drill Operator,Bediener*in eines Drehbohrgeräts,
1241,Russian scientists performs visualization like a human.,Der Algorithmus von russischen Wissenschaftler*innen agiert im Hinblick auf Visualisierung wie ein Mensch.,
1242,Sailor/Marine Oiler,Seemann/-frau/Schiffsöler*in,
1243,Saint Helenian researchers pioneered a new technique in face-to-face discussions today.,Forscher*innen von Sankt Helena haben heute eine neue Technik im Hinblick auf persönliche Besprechungen entwickelt.,
1244,Saint-Pierrais scientists performs peripheral vision like a human.,Der Algorithmus von Wissenschaftler*innen aus Saint-Pierre agiert beim peripheren Sehen wie ein Mensch.,
1245,Sales Engineer,Vertriebsingenieur*in,
1246,Sales Manager,Vertriebsleiter*in,
1247,Sales Representative,Außendienstmitarbeiter*in,
1248,Sales and Marketing,Vertrieb und Marketing,
1249,"Sales, Distribution, and Marketing Operations, General","Verkauf, Vertrieb und Marketing, allgemein",
1250,Salon/Beauty Salon Management/Manager,Geschäftsführung/Geschäftsführer*in eines Friseursalons/Schönheitssalons,
1251,Sawing Machine Operator,Bediener*in einer Sägemaschine,
1252,Scheduling Work and Activities,Arbeit und Tätigkeiten zeitlich planen,
1253,School Bus Driver,Schulbusfahrer*in,
1254,Science,Wissenschaft,
1255,"Science Technologies/Technicians, Other","Wissenschaftstechnik/Techniker*in, Sonstiges",
1256,Second Interest High-Point,Zweiter Interesse-Höhepunkt,
1257,Secondary Degree,Weiterführender Schulabschluss,
1258,Secondary School Special Education Teacher,Förderschullehrer*in an der Sekundarschule,
1259,Secondary School Teachers,Sekundarschullehrer*innen,
1260,Secondary School Technical Education Teacher,Fachlehrer*in an der Sekundarschule,
1261,Securities Sales Agent,Aktienmakler*in,
1262,Security Guard,Sicherheitsbedienstete*r,
1263,Security Systems Installer,Installateur*in von Sicherheitssystemen,
1264,Security and Loss Prevention Services,Sicherheits- und Schadensverhütungsdienste,
1265,Segmental Paver,Segmentplattenleger*in,
1266,Selective Attention,Selektive Aufmerksamkeit,
1267,Self-Enrichment Education Teacher,Dozent*in für Selbstverwirklichungskurse,
1268,Selling Skills and Sales Operations,Vertriebsfertigkeiten und Verkaufstätigkeit,
1269,Selling and influencing others,An andere etwas verkaufen und andere beeinflussen,
1270,Semiconductor Processor,Halbleiterverarbeiter*in,
1271,Sensory Abilities,Sensorische Fähigkeiten,
1272,Sep,Sep,
1273,Separating/Clarifying Machine Operator,Bediener*in einer Separier-/Klärmaschine,
1274,Septic/Sewer Servicer,Wartungskraft für Jauchegruben und Abwasserrohre,
1275,Service Orientation,Serviceorientiertheit,
1276,Set Designer,Bühnenbildner*in,
1277,Sewing Machine Operator,Bediener*in einer Nähmaschine,
1278,Seychellois engineers pioneered a new technique in exposed to hazardous equipment today.,Ingenieur*innen auf den Seychellen haben heute im Hinblick auf die Gefährdung durch gefährliche Anlagen und Geräte eine neue Technik entwickelt.,
1279,Seychellois researchers performs finger dexterity like a human.,Ein Algorithmus von Forscher*innen von den Seychellen agiert im Hinblick auf Fingerfertigkeit wie ein Mensch.,
1280,Seychellois researchers performs work with work group or team like a human.,Der Algorithmus von Forscher*innen auf den Seychellen agiert beim Arbeiten in Arbeitsgruppen oder im Team wie ein Mensch.,
1281,Shampooer,Einshampoonierer*in,
1282,Sheet Metal Technology/Sheetworking,Blechtechnik/Blechverarbeitung,
1283,Sheet Metal Worker,Blechmetallbearbeiter*in,
1284,Ship Engineer,Schiffsingenieur*in,
1285,Shipping/Receiving Clerk,Sachbearbeiter*in Wareneingang/Warenausgang,
1286,Shoe Machine Operator,Bediener*in einer Schuhmaschine,
1287,"Shoe, Boot and Leather Repair","Schuh-, Stiefel- und Lederreparatur",
1288,Shoe/Leather Worker,Schuh-/Lederarbeiter*in,
1289,Short Order Cook,Koch/Köchin in einem Schnellrestaurant,
1290,Signal And Track Switch Repairer,Instandsetzer*in von Weichen- und Signalanlagen,
1291,"Singaporean engineers unveiled an algorithm capable of monitor processes, materials, or surroundings.","Ingenieur*innen aus Singapur haben einen Algorithmus entdeckt, der Prozesse, Materialien und Umgebungen überwachen kann.",
1292,"Singaporean researchers pioneered a new technique in exposed to minor burns, cuts, bites, or stings today.","Forscher*innen aus Singapur haben heute eine neue Technik im Hinblick auf Gefährdungen durch kleinere Verbrennungen, Schnitte, Bisse oder Stiche entwickelt.",
1293,Singaporean scientists performs equipment maintenance like a human.,Der Algorithmus von Wissenschaftler*innen aus Singapur agiert im Hinblick auf die Instandhaltung von Geräten wie ein Mensch.,
1294,Skincare Specialist,Spezialist*in für Hautpflege,
1295,Slot Supervisor,Spielautomatenaufseher*in,
1296,Slovak scientists unveiled an algorithm capable of frequency of decision making.,"Slowakische Wissenschaftler*innen haben einen Algorithmus entdeckt, der sich für die Häufigkeit von Entscheidungsfindungen eignet.",
1297,Slovene engineers performs repairing and maintaining mechanical equipment like a human.,Ein Algorithmus von slowenischen Ingenieur*innen agiert im Hinblick auf die Reparatur und Instandhaltung von mechanischen Geräten wie ein Mensch.,
1298,Small Engine Mechanic,Kleinmotormechaniker*in,
1299,Small Engine Mechanics and Repair Technology/Technician,Kleinmotormechanik und Reparaturtechnik/Techniker*in,
1300,Social,Sozial,
1301,Social And Community Service Manager,Leiter*in Sozial- und Gemeindedienst,
1302,Social And Human Service Assistant,Assistent*in Sozial- und Humandienst,
1303,Social Perceptiveness,Soziale Wahrnehmungsfähigkeit,
1304,Social Science Research Assistant,Wissenschaftliche*r Assistent*in in Sozialwissenschaften,
1305,"Social Sciences, General","Sozialwissenschaften, allgemein",
1306,Social Scientist,Sozialwissenschaftler*in,
1307,Social Skills,Soziale Kompetenzen,
1308,Social Work,Sozialarbeit,
1309,Sociologist,Soziologe/Soziologin,
1310,Sociology,Soziologie,
1311,Sociology and Anthropology,Soziologie und Anthropologie,
1312,Soil And Plant Scientist,Bodenkundler*in und Pflanzenbauwissenschaftler*in,
1313,Solar Energy Technology/Technician,Sonnenenergietechnik/Techniker*in,
1314,Solar Photovoltaic Installer,Installateur*in von Photovoltaikanlagen,
1315,Solomon Island researchers pioneered a new technique in static strength today.,Forscher*innen von der Salomoninsel haben heute eine neue Technik im Hinblick auf statische Festigkeit entwickelt.,
1316,Somalilander researchers performs spatial orientation like a human.,Der Algorithmus von Forscher*innen aus Somaliland agiert im Hinblick auf die räumliche Orientierung wie ein Mensch.,
1317,Sound Engineering Technician,Tontechniker*in,
1318,Sound Localization,Schalllokalisierung,
1319,South African scientists unveiled an algorithm capable of on-site or in-plant training.,"Wissenschaftler*innen aus Südafrika haben einen Algorithmus entdeckt, der zur Ausbildung vor Ort und zur innerbetrieblichen Ausbildung fähig ist.",
1320,South Sudanese engineers pioneered a new technique in near vision today.,Südsudanesische Ingenieur*innen haben heute im Hinblick auf Nahsehen eine neue Technik entwickelt.,
1321,Spanish Language and Literature,Spanische Sprache und Literatur,
1322,Spatial Orientation,Räumliche Orientierung,
1323,Speaking,Sprechen,
1324,Special Education Teacher,Förderschullehrer*in,
1325,"Special Education and Teaching, General","Sonderpädagogik und Unterrichten, allgemein",
1326,Speech Clarity,Klarheit der Sprache,
1327,Speech Communication and Rhetoric,Sprachkommunikation und Rhetorik,
1328,Speech Recognition,Spracherkennung,
1329,Speech-Language Pathologist,Sprachpathologe/Sprachpathologin,
1330,Speed of Closure,Abschlussgeschwindigkeit,
1331,Speed of Limb Movement,Geschwindigkeit der Gliederbewegung,
1332,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls","Zeit damit verbringen, mit Ihren Händen Objekte, Werkzeuge oder Steuerungen zu handhaben, zu steuern oder zu fühlen",
1333,Spending time sitting,Zeit im Sitzen verbringen,
1334,Sport and Fitness Administration/Management,Sport- und Fitnessverwaltung/-management,
1335,Staffing Organizational Units,Geschäftsbereiche mit Personal ausstatten,
1336,Stamina,Durchhaltevermögen,
1337,Standards compliance,Einhalten von Normen,
1338,Standing,Stehen,
1339,Static Strength,Statische Festigkeit,
1340,Statistical Assistant,Statistikassistent*in,
1341,Statistician,Statistiker*in,
1342,"Statistics, General","Statistik, allgemeine",
1343,Steel Worker,Stahlarbeiter*in,
1344,Sterile Processing Technology/Technician,Sterile Verarbeitungstechnologie/Techniker*in,
1345,Stock Clerk,Lagerverwalter*in,
1346,Stonemason,Steinmetz*in,
1347,Street Vendor,Straßenverkäufer*in,
1348,Structural Metal Fabricator,Baumetallverarbeiter*in,
1349,Structured versus Unstructured Work,Strukturiert arbeiten im Gegensatz zu unstrukturiert arbeiten,
1350,Student,Schüler,
1351,Substance Abuse And Behavioral Disorder Counselor,Berater*in bei Drogensucht und Verhaltensstörungen,
1352,Substance Abuse/Addiction Counseling,Drogensuchtberatung/Suchtberatung,
1353,Subway/Streetcar Operator,U-Bahn-/Straßenbahnführer*in,
1354,Surgeon,Chirurg*in,
1355,Surgical Technologist,Chirurgische*r Technologe/Technologin,
1356,Surgical Technology/Technologist,Chirurgische Technologie/Techniker*in,
1357,Survey Researcher,Meinungsforscher*in,
1358,Surveying Technology/Surveying,Vermessungstechnik/Vermessungswesen,
1359,Surveyor,Vermesser*in,
1360,Swati researchers unveiled an algorithm capable of handling and moving objects.,"Forscher*innen aus Swati haben einen Algorithmus entdeckt, der Gegenstände handhaben und befördern kann.",
1361,Swati scientists pioneered a new technique in deal with physically aggressive people today.,Wissenschaftler*innen aus Swaziland haben heute eine neue Technik im Hinblick auf den Umgang mit körperlich aggressiven Menschen entwickelt.,
1362,Switchboard Operator,Telefonist*in,
1363,Systems Administrator,Systemadministrator*in,
1364,Systems Analysis,Systemanalyse,
1365,Systems Evaluation,Systemevaluierung,
1366,Systems Skills,Systemkompetenzen,
1367,Systems Software Developer,Entwickler*in von Systemsoftware,
1368,São Toméan researchers unveiled an algorithm capable of repairing.,"Forscherinnen aus S√£o Tom√© haben einen Algorithmus entdeckt, der Reparaturen durchführen kann.",
1369,Tailor,Schneider*in,
1370,Taiwanese engineers pioneered a new technique in gross body coordination today.,Taiwanesische Ingenieur*innen haben heute im Hinblick auf die grobe Körperkoordination eine neue Technik entwickelt.,
1371,Tajikistani engineers pioneered a new technique in extent flexibility today.,Tadschikische Ingenieur*innen haben heute im Hinblick auf das Maß an Flexibilität eine neue Technik entwickelt.,
1372,Tank Car/Truck/Ship Loader,Tanklastwagen-/Lkw-/Schiffsbelader*in,
1373,Taper,Taper*in,
1374,Tax Collector,Steuereinzieher*in,
1375,Tax Preparer,Steuerberater*in,
1376,Taxi Driver/Chauffeur,Taxifahrer*in/Chauffeur*in,
1377,Teacher Assistant,Hilfslehrer*in,
1378,Teacher Assistant/Aide,Hilfslehrer*in,
1379,Teaching English as a Second or Foreign Language/ESL Language Instructor,Unterrichten von Englisch als Zweit- oder Fremdsprache/ESL-Sprachlehrer*in,
1380,Team Assembler,Koordinator*in von Montageteams,
1381,Technical Sales Representative,Technische*r Außendienstmitarbeiter*in,
1382,Technical Skills,Technische Fertigkeiten,
1383,Technical Writer,Technische*r Redakteur*in,
1384,Technology Design,Technologiedesign,
1385,Telecom Equipment Installer/Repairer,Installateur*in/Instandsetzer*in von Telekommunikationsanlagen,
1386,Telecom Line Installer/Repairer,Installateur*in/Instandsetzer*in von Telekommunikationsleitungen,
1387,Telecommunications,Telekommunikation,
1388,Telemarketer,Telefonverkäufer*in,
1389,Telephone,Telefon,
1390,Telephone Operator,Telefonist*in,
1391,Teller,Kassierer*in,
1392,Terrazzo Finisher,Terrazzofertiger*in,
1393,Textile Bleaching/Dyeing Machine Operator,Bediener*in einer Textilbleich-/Textilfärbemaschine,
1394,Textile Cutting Machine Operator,Bediener*in einer Textilschneidemaschine,
1395,Textile Knitting/Weaving Machine Operator,Bediener*in einer Textilstrick-/Textilwebemaschine,
1396,Textile Presser,Textilpresser*in,
1397,Textile Winding Machine Operator,Bediener*in einer Textilwickelmaschine,
1398,Thai researchers pioneered a new technique in perceptual speed today.,Thailändische Wissenschaftler*innen haben heute im Hinblick auf die Wahrnehmungsgeschwindigkeit eine neue Technik entwickelt.,
1399,The American Institute of Technology showcased a system competitive with humans at control precision.,"Das Institut für Technologie in Amerika hat ein System präsentiert, das im Hinblick auf die Steuerungspräzision mit Menschen wettbewerbsfähig ist.",
1400,The Antarctic Institute of Technology unveiled an algorithm capable of night vision.,"Das antarktische Institut für Technologie hat einen Algorithmus entdeckt, der sich für das Nachtsehen eignet.",
1401,The Australian Institute of Technology showcased a system competitive with humans at depth perception.,"Das australische Institut für Technologie hat ein System präsentiert, das im Hinblick auf Tiefenwahrnehmung mit Menschen wettbewerbsfähig ist.",
1402,The Bahamian Institute of Technology showcased a system competitive with humans at spend time standing.,"Das Institut für Technologie auf den Bahamas hat ein System präsentiert, das im Hinblick auf das Verbringen von Zeit im Stehen mit Menschen wettbewerbsfähig ist.",
1403,The Bahraini Institute of Technology unveiled an algorithm capable of hearing sensitivity.,"Das Institut für Technologie in Bahrain hat einen Algorithmus entdeckt, der zur Hörempfindlichkeit fähig ist.",
1404,The Bosnian Institute of Technology showcased a system competitive with humans at deal with external customers.,"Das bosnische Institut für Technologie hat ein System präsentiert, das im Hinblick auf den Umgang mit externen Kunden mit Menschen wettbewerbsfähig ist.",
1405,The Brazilian Institute of Technology unveiled an algorithm capable of exposed to high places.,"Das Institut für Technologie in Brasilien hat einen Algorithmus entdeckt, der im Hinblick auf die Gefährdung durch Arbeitsplätze in der Höhe wie ein Mensch agieren kann.",
1406,The British Institute of Technology showcased a system competitive with humans at building and construction.,"Das britische Institut für Technologie hat ein System präsentiert, das im Hinblick auf den Hoch- und Tiefbau mit Menschen wettbewerbsfähig ist.",
1407,The British Institute of Technology showcased a system competitive with humans at very hot or cold temperatures.,"Das britische Institut für Technologie hat ein System präsentiert, das im Hinblick auf sehr heiße oder sehr kalte Temperaturen mit Menschen wettbewerbsfähig ist.",
1408,The Bruneian Institute of Technology showcased a system competitive with humans at time pressure.,"Das Institut für Technologie in Brunei hat ein System präsentiert, das im Hinblick auf Zeitdruck mit Menschen wettbewerbsfähig ist.",
1409,The Burmese Institute of Technology unveiled an algorithm capable of visual color discrimination.,"Das Institut für Technologie in Burma hat einen Algorithmus entdeckt, der Farben optisch unterscheiden kann.",
1410,The Canadian Institute of Technology showcased a system competitive with humans at level of competition.,"Das kanadische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Wettbewerbsintensität mit Menschen wettbewerbsfähig ist.",
1411,The Chinese Institute of Technology showcased a system competitive with humans at spend time keeping or regaining balance.,"Das chinesische Institut für Technologie hat ein System präsentiert, das im Hinblick auf das Verbringen von Zeit mit dem Halten oder dem Wiedergewinnen des Gleichgewichts mit Menschen wettbewerbsfähig ist.",
1412,The Christmas Island Institute of Technology showcased a system competitive with humans at consequence of error.,"Das Institut für Technologie auf der Weihnachtsinsel hat ein System präsentiert, das im Hinblick auf die Folgen von Fehlern mit Menschen wettbewerbsfähig ist.",
1413,The Christmas Island Institute of Technology showcased a system competitive with humans at transportation.,"Das Institut für Technologie auf der Weihnachtsinsel hat ein System präsentiert, das im Hinblick auf die Beförderung mit Menschen wettbewerbsfähig ist.",
1414,The Cocos Island Institute of Technology unveiled an algorithm capable of extremely bright or inadequate lighting.,"Das Institut für Technologie auf der Kokosinsel hat einen Algorithmus entdeckt, der auf extrem helle oder unangemessene Beleuchtung reagieren kann.",
1415,The Comorian Institute of Technology showcased a system competitive with humans at on-the-job training.,"Das Institut für Technologie auf den Komoren hat ein System präsentiert, das im Hinblick auf die Ausbildung am Arbeitsplatz mit Menschen wettbewerbsfähig ist.",
1416,The Costa Rican Institute of Technology unveiled an algorithm capable of glare sensitivity.,"Das Institut für Technologie in Costa Rica hat einen Algorithmus entdeckt, der zur Blendempfindlichkeit fähig ist.",
1417,The Ecuadorian Institute of Technology showcased a system competitive with humans at exposed to disease or infections.,"Das Institut für Technologie in Ecuador hat ein System präsentiert, das im Hinblick auf die Gefährdung durch Krankheiten und Infektionen mit Menschen wettbewerbsfähig ist.",
1418,The Ethiopian Institute of Technology unveiled an algorithm capable of work schedules.,"Das Institut für Technologie in Äthiopien hat einen Algorithmus entdeckt, der im Hinblick auf Arbeitspläne wie ein Mensch agieren kann.",
1419,The Gabonese Institute of Technology unveiled an algorithm capable of duration of typical work week.,"Das gabunische Institut für Technologie hat einen Algorithmus entdeckt, der im Hinblick auf die Dauer einer typischen Arbeitswoche wie ein Mensch agieren kann.",
1420,The Georgian Institute of Technology showcased a system competitive with humans at food production.,"Das georgische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Lebensmittelproduktion mit Menschen wettbewerbsfähig ist.",
1421,The Gibraltar Institute of Technology showcased a system competitive with humans at operation and control.,"Das Institut für Technologie in Gibraltar hat ein System präsentiert, das im Hinblick auf Bedienung und Steuerung mit Menschen wettbewerbsfähig ist.",
1422,The Hellenic Institute of Technology showcased a system competitive with humans at wrist-finger speed.,"Das griechische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Handgelenk- und Fingergeschwindigkeit mit Menschen wettbewerbsfähig ist.",
1423,"The Hellenic Institute of Technology unveiled an algorithm capable of spend time climbing ladders, scaffolds, or poles.","Das griechische Institut für Technologie hat einen Algorithmus entdeckt, der die Zeit damit verbringen kann, Leitern, Regale oder Stangen hochzuklettern.",
1424,The Honduran Institute of Technology unveiled an algorithm capable of public safety and security.,"Das Institut für Technologie in Honduras hat einen Algorithmus entdeckt, der im Hinblick auf die öffentliche Sicherheit und Gesundheit wie ein Mensch agieren kann.",
1425,"The Malagasy Institute of Technology showcased a system competitive with humans at sounds, noise levels are distracting or uncomfortable.","Das madagassische Institut für Technologie hat ein System präsentiert, das im Hinblick auf ablenkende oder unangenehme Geräusche und Geräuschpegel mit Menschen wettbewerbsfähig ist.",
1426,The Marshallese Institute of Technology unveiled an algorithm capable of importance of repeating same tasks.,"Das Institut für Technologie auf den Marshallinseln hat einen Algorithmus entdeckt, der die Bedeutung der Wiederholung von Aufgaben erkennen kann.",
1427,The Montserratian Institute of Technology showcased a system competitive with humans at coordinate or lead others.,"Das Institut für Technologie in Montserrat hat ein System präsentiert, das im Hinblick auf die Koordination und die Leitung von anderen mit Menschen wettbewerbsfähig ist.",
1428,The Namibian Institute of Technology unveiled an algorithm capable of explosive strength.,"Das namibische Institut für Technologie hat einen Algorithmus entdeckt, der sich für Explosivkraft eignet.",
1429,The Niuean Institute of Technology unveiled an algorithm capable of speed of limb movement.,"Das niueanische Institut für Technologie hat einen Algorithmus entdeckt, der im Hinblick auf schnelle Gliederbewegungen wie ein Mensch agieren kann.",
1430,"The Northern Marianan Institute of Technology unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.","Das Institut für Technologie auf den nördlichen Marianen hat einen Algorithmus entdeckt, der Fahrzeuge, mechanisierte Geräte und Ausrüstungen bedienen kann.",
1431,The Pitcairn Island Institute of Technology unveiled an algorithm capable of production and processing.,"Das Institut für Technologie auf der Picairninsel hat einen Algorithmus entdeckt, der zur Produktion und Verarbeitung fähig ist.",
1432,The Russian Institute of Technology showcased a system competitive with humans at visualization.,"Das russische Institut für Technologie hat ein System präsentiert, das im Hinblick auf Visualisierung mit Menschen wettbewerbsfähig ist.",
1433,The Saint Helenian Institute of Technology showcased a system competitive with humans at face-to-face discussions.,"Das Institut für Technologie auf Sankt Helena hat ein System präsentiert, das im Hinblick auf persönliche Besprechungen mit Menschen wettbewerbsfähig ist.",
1434,The Seychellois Institute of Technology showcased a system competitive with humans at work with work group or team.,"Das Institut für Technologie auf den Seychellen hat ein System präsentiert, das im Hinblick auf das Arbeiten in Arbeitsgruppen oder im Team mit Menschen wettbewerbsfähig ist.",
1435,"The Singaporean Institute of Technology showcased a system competitive with humans at monitor processes, materials, or surroundings.","Das Institut für Technologie in Singapur hat ein System präsentiert, das im Hinblick auf das Überwachen von Prozessen, Materialien und Umgebungen mit Menschen wettbewerbsfähig ist.",
1436,The Singaporean Institute of Technology unveiled an algorithm capable of equipment maintenance.,"Das Institut für Technologie in Singapur hat einen Algorithmus entdeckt, der zur Instandhaltung von Geräten fähig ist.",
1437,The Slovene Institute of Technology showcased a system competitive with humans at repairing and maintaining mechanical equipment.,"Das slowenische Institut für Technologie hat ein System präsentiert, das im Hinblick auf die Reparatur und Instandhaltung von mechanischen Geräten mit Menschen wettbewerbsfähig ist.",
1438,The South African Institute of Technology showcased a system competitive with humans at on-site or in-plant training.,"Das Institut für Technologie in Südafrika hat ein System präsentiert, das im Hinblick auf die Ausbildung vor Ort und die innerbetriebliche Ausbildung mit Menschen wettbewerbsfähig ist.",
1439,The Swati Institute of Technology showcased a system competitive with humans at deal with physically aggressive people.,"Das Institut für Technologie in Swaziland hat ein System präsentiert, das im Hinblick auf den Umgang mit körperlich aggressiven Menschen mit Menschen wettbewerbsfähig ist.",
